ИХЖЪ,№ЙЖ±ґъВл,ГыіЖ,КХЕМјЫ,ЧоёЯјЫ,ЧоµНјЫ,їЄЕМјЫ,З°КХЕМ,ХЗµш¶о,ХЗµш·щ,»»КЦВК,іЙЅ»Бї,іЙЅ»Ѕр¶о,ЧЬКРЦµ,БчНЁКРЦµ
2013-06-27,'002081,Ѕр у« тл,27.07,27.3,26.36,26.36,26.13,0.94,3.5974,0.7479,8779419,235990577.86,31774806226.0,31774806226.0
2013-06-26,'002081,Ѕр у« тл,26.13,26.79,25.6,26.47,26.07,0.06,0.2301,0.5986,7026299,184467558.83,30671432829.2,30671432829.2
2013-06-25,'002081,Ѕр у« тл,26.07,27.01,23.9,25.79,26.2,-0.13,-0.4962,0.6338,7439440,191324431.13,30601004740.0,30601004740.0
2013-06-24,'002081,Ѕр у« тл,26.2,27.99,25.85,27.99,28.06,-1.86,-6.6287,0.9788,11489189,306047667.58,30753598933.2,30753598933.2
2013-06-21,'002081,Ѕр у« тл,28.06,28.46,27.7,27.91,28.45,-0.39,-1.3708,0.4832,5672037,159635314.53,32936869697.2,32936869697.2
2013-06-20,'002081,Ѕр у« тл,28.45,28.96,27.79,28.96,29.18,-0.73,-2.5017,0.5484,6437628,181500047.35,33394652276.7,33394652276.7
2013-06-19,'002081,Ѕр у« тл,29.18,31.6,27.9,28.5,28.73,0.45,1.5663,0.6514,7646396,220204953.86,34251527361.5,34251527361.5
2013-06-18,'002081,Ѕр у« тл,28.73,28.9,27.85,28.73,28.7,0.03,0.1045,0.3729,4376764,124274323.55,33723316692.8,33723316692.8
2013-06-17,'002081,Ѕр у« тл,28.7,29.69,28.41,29.68,29.34,-0.64,-2.1813,0.5227,6135230,176145975.2,33688102648.2,33688102648.2
2013-06-14,'002081,Ѕр у« тл,29.34,29.48,28.0,28.18,28.32,1.02,3.6017,0.4778,5608614,163298432.12,34439335599.2,34439335599.2
2013-06-13,'002081,Ѕр у« тл,28.32,28.76,26.66,27.75,27.95,0.37,1.3238,0.4661,5470745,151707841.47,33242058083.5,33242058083.5
2013-06-07,'002081,Ѕр у« тл,27.95,29.37,27.3,29.11,29.1,-1.15,-3.9519,0.9852,11564397,324188762.4,32807751533.7,32807751533.7
2013-06-06,'002081,Ѕр у« тл,29.1,29.68,28.98,29.68,29.73,-0.63,-2.1191,0.3379,3966268,115527453.11,34157623242.6,34157623242.6
2013-06-05,'002081,Ѕр у« тл,29.73,29.85,29.33,29.56,29.56,0.17,0.5751,0.2741,3217306,95257228.15,34897118178.8,34897118178.8
2013-06-04,'002081,Ѕр у« тл,29.56,30.03,29.25,29.99,30.06,-0.5,-1.6633,0.3797,4456510,131443375.94,34697571926.2,34697571926.2
2013-06-03,'002081,Ѕр у« тл,30.06,30.54,29.28,29.85,29.84,0.22,0.7373,0.6582,7726063,230640277.44,35284472669.2,35284472669.2
2013-05-31,'002081,Ѕр у« тл,29.84,31.8,29.75,31.8,32.03,-2.19,-6.8373,1.0391,12197476,371124956.18,35026236342.2,35026236342.2
2013-05-30,'002081,Ѕр у« тл,32.03,32.65,31.6,31.91,32.1,-0.07,-0.2181,0.4627,5431425,174548990.03,37596861596.6,37596861596.6
2013-05-29,'002081,Ѕр у« тл,32.1,32.49,31.37,31.8,31.37,0.73,2.3271,0.7204,8455610,271284258.98,37679027700.6,37679027700.6
2013-05-28,'002081,Ѕр у« тл,47.25,49.2,46.75,48.09,48.08,-0.83,-1.7263,0.7221,5650637,269242121.39,36974746809.0,36974746809.0
2013-05-27,'002081,Ѕр у« тл,48.08,48.36,46.06,46.58,46.61,1.47,3.1538,0.7027,5498497,261695539.89,37624250297.9,37624250297.9
2013-05-24,'002081,Ѕр у« тл,46.61,47.28,45.15,46.57,46.69,-0.08,-0.1713,0.6916,5412160,249348156.06,36473924841.6,36473924841.6
2013-05-23,'002081,Ѕр у« тл,46.69,47.58,44.8,44.9,44.96,1.73,3.8479,0.8497,6649195,310259715.93,36536527587.6,36536527587.6
2013-05-22,'002081,Ѕр у« тл,44.96,46.58,44.8,45.97,45.88,-0.92,-2.0052,0.6026,4715331,214868571.41,35182743207.0,35182743207.0
2013-05-21,'002081,Ѕр у« тл,45.88,46.2,44.01,44.84,45.02,0.86,1.9103,1.2076,9450019,431621075.14,35902674785.1,35902674785.1
2013-05-20,'002081,Ѕр у« тл,45.02,45.82,43.11,43.11,42.75,2.27,5.3099,1.771,13859030,623425717.91,35229695266.5,35229695266.5
2013-05-17,'002081,Ѕр у« тл,42.75,43.1,39.41,39.61,39.7,3.05,7.6826,1.2648,9897599,417887639.48,33453342351.0,33453342351.0
2013-05-16,'002081,Ѕр у« тл,39.7,40.04,38.34,38.81,38.81,0.89,2.2932,0.4689,3669554,144407274.18,31066612662.8,31066612662.8
2013-05-15,'002081,Ѕр у« тл,38.81,39.5,38.24,39.39,39.36,-0.55,-1.3974,0.4677,3660097,142015834.99,30370157114.4,30370157114.4
2013-05-14,'002081,Ѕр у« тл,39.36,40.6,39.15,40.38,40.32,-0.96,-2.381,0.4242,3319404,131305238.36,30800550992.6,30800550992.6
2013-05-13,'002081,Ѕр у« тл,40.32,40.6,39.72,40.0,39.97,0.35,0.8757,0.3684,2882686,116041093.4,31551783943.7,31551783943.7
2013-05-10,'002081,Ѕр у« тл,39.97,40.78,39.7,40.0,40.15,-0.18,-0.4483,0.3572,2795059,112073293.42,31277896930.3,31277896930.3
2013-05-09,'002081,Ѕр у« тл,40.15,40.69,39.7,40.6,40.8,-0.65,-1.5931,0.3142,2458992,98600424.97,31418753108.6,31418753108.6
2013-05-08,'002081,Ѕр у« тл,40.8,41.8,40.75,41.02,40.72,0.08,0.1965,0.2712,2122588,87140464.07,31927400419.2,31927400419.2
2013-05-07,'002081,Ѕр у« тл,40.72,41.7,40.72,41.0,41.18,-0.46,-1.117,0.3246,2540336,104390444.44,31864797673.3,31864797673.3
2013-05-06,'002081,Ѕр у« тл,41.18,41.25,39.75,39.75,40.0,1.18,2.95,0.49,3834261,155657217.84,32224763462.3,32224763462.3
2013-05-03,'002081,Ѕр у« тл,40.0,40.84,39.34,39.39,38.89,1.11,2.8542,0.5392,4219292,169946619.96,31301372960.0,31301372960.0
2013-05-02,'002081,Ѕр у« тл,38.89,39.39,38.2,39.24,39.28,-0.39,-0.9929,0.3484,2726067,105875840.61,30432759860.4,30432759860.4
2013-04-26,'002081,Ѕр у« тл,39.28,40.11,38.9,40.0,40.09,-0.81,-2.0205,0.2965,2320350,91573343.62,30737948246.7,30737948246.7
2013-04-25,'002081,Ѕр у« тл,40.09,40.3,38.8,39.81,39.8,0.29,0.7286,0.5692,4454323,176725194.96,31371801049.2,31371801049.2
2013-04-24,'002081,Ѕр у« тл,39.8,39.8,38.1,38.47,38.1,1.7,4.4619,0.7547,5905923,231108615.98,31144866095.2,31144866095.2
2013-04-23,'002081,Ѕр у« тл,38.1,39.77,37.89,39.65,39.5,-1.4,-3.5443,0.5451,4237374,161750932.84,29774043309.3,29617818907.5
2013-04-22,'002081,Ѕр у« тл,39.5,40.3,38.72,39.9,40.17,-0.67,-1.6679,0.3765,2927101,115385630.54,30868102643.5,30706137712.5
2013-04-19,'002081,Ѕр у« тл,40.17,40.64,39.85,39.93,39.9,0.27,0.6767,0.3807,2959625,119163575.91,31391688182.0,31226975997.8
2013-04-18,'002081,Ѕр у« тл,39.9,40.29,39.51,39.94,40.17,-0.27,-0.6721,0.2287,1778074,70910472.73,31180691024.7,31017085942.5
2013-04-17,'002081,Ѕр у« тл,40.17,40.19,38.68,38.8,38.82,1.35,3.4776,0.7157,5563509,220631053.1,31391688182.0,31226975997.8
2013-04-16,'002081,Ѕр у« тл,38.82,39.2,37.92,38.26,38.29,0.53,1.3842,0.4338,3371947,130666268.76,30336702395.5,30177525721.5
2013-04-15,'002081,Ѕр у« тл,38.29,38.5,37.73,37.9,37.9,0.39,1.029,0.5521,4292126,163899173.19,29922522790.4,29765519316.8
2013-04-12,'002081,Ѕр у« тл,37.9,38.7,37.5,38.09,38.1,-0.2,-0.5249,0.3573,2777642,105899309.47,29617749118.7,29462344792.5
2013-04-11,'002081,Ѕр у« тл,38.1,39.1,37.93,37.98,36.88,1.22,3.308,0.9146,7109563,273273235.95,29774043309.3,29617818907.5
2013-04-10,'002081,Ѕр у« тл,36.88,37.98,36.5,37.0,36.74,0.14,0.3811,0.573,4454167,165942607.34,28820648746.6,28669426806.0
2013-04-09,'002081,Ѕр у« тл,36.74,37.23,35.57,35.57,35.43,1.31,3.6974,0.5691,4424291,162593932.22,28711242813.2,28560594925.5
2013-04-08,'002081,Ѕр у« тл,35.43,35.49,34.21,34.43,35.0,0.43,1.2286,0.2524,1961798,68849978.2,27687515864.8,27542239472.2
2013-04-03,'002081,Ѕр у« тл,35.0,35.69,34.29,35.05,35.0,0.0,0.0,0.4162,3235422,112329202.98,27351483355.0,27207970125.0
2013-04-02,'002081,Ѕр у« тл,35.0,36.5,34.98,35.6,35.39,-0.39,-1.102,0.4216,3277652,117542034.09,27351483355.0,27207970125.0
2013-04-01,'002081,Ѕр у« тл,35.39,36.08,34.42,34.42,34.7,0.69,1.9885,0.3442,2675783,95181642.94,27656257026.7,27511144649.2
2013-03-29,'002081,Ѕр у« тл,34.7,35.55,34.39,35.01,34.88,-0.18,-0.5161,0.2744,2133309,74407062.65,27117042069.1,26974758952.5
2013-03-28,'002081,Ѕр у« тл,34.88,35.65,34.57,35.65,35.96,-1.08,-3.0033,0.6739,5238616,183470814.1,27257706840.6,27114685656.0
2013-03-27,'002081,Ѕр у« тл,35.96,36.45,35.8,36.1,36.3,-0.34,-0.9366,0.6648,5168220,186478552.11,28101695469.9,27954245877.0
2013-03-26,'002081,Ѕр у« тл,36.3,36.65,35.72,36.03,36.15,0.15,0.4149,0.4101,3187695,115381572.11,28367395593.9,28218551872.5
2013-03-25,'002081,Ѕр у« тл,36.15,37.19,35.9,37.0,37.12,-0.97,-2.6131,0.7034,5468106,197629916.16,28250174951.0,28101946286.2
2013-03-22,'002081,Ѕр у« тл,37.12,37.57,35.95,37.27,37.26,-0.14,-0.3757,0.543,4220804,154519803.01,29008201775.4,28855995744.0
2013-03-21,'002081,Ѕр у« тл,37.26,37.98,37.05,37.61,37.68,-0.42,-1.1146,0.4372,3398967,127089694.46,29117607708.8,28964827624.5
2013-03-20,'002081,Ѕр у« тл,37.68,38.0,36.22,36.22,35.61,2.07,5.813,0.6579,5114166,190447382.31,29445825509.0,29291323266.0
2013-03-19,'002081,Ѕр у« тл,35.61,36.26,34.75,34.75,34.8,0.81,2.3276,0.9386,7296644,261315659.76,27828180636.3,27682166175.8
2013-03-18,'002081,Ѕр у« тл,34.8,38.29,34.46,38.29,38.29,-3.49,-9.1147,1.3746,10685419,377448292.29,27195189164.4,27052496010.0
2013-03-15,'002081,Ѕр у« тл,38.29,39.56,38.0,38.7,39.05,-0.76,-1.9462,0.4068,3162078,122785125.06,29922522790.4,29765519316.8
2013-03-14,'002081,Ѕр у« тл,39.05,39.05,37.1,37.1,37.41,1.64,4.3839,0.35,2721054,103769307.36,30516440714.7,30356320953.8
2013-03-13,'002081,Ѕр у« тл,37.41,37.8,37.0,37.63,37.8,-0.39,-1.0317,0.3145,2444474,91249103.7,29234828351.7,29081433210.8
2013-03-12,'002081,Ѕр у« тл,37.8,39.08,37.8,38.45,38.45,-0.65,-1.6905,0.4404,3423214,131563833.74,29539602023.4,29384607735.0
2013-03-11,'002081,Ѕр у« тл,38.45,38.8,37.02,37.46,37.66,0.79,2.0977,0.4272,3320949,127388186.83,30047558142.8,29889898608.8
2013-03-08,'002081,Ѕр у« тл,37.66,38.2,37.59,37.77,38.0,-0.34,-0.8947,0.3091,2402630,91175039.51,29430196090.0,29275775854.5
2013-03-07,'002081,Ѕр у« тл,38.0,38.02,36.84,37.54,37.53,0.47,1.2523,0.6155,4785027,178582315.6,29695896214.0,29540081850.0
2013-03-06,'002081,Ѕр у« тл,37.53,38.75,37.38,38.42,38.32,-0.79,-2.0616,0.6881,5349291,202372709.17,29328604866.1,29174717679.8
2013-03-05,'002081,Ѕр у« тл,38.32,38.56,36.92,36.99,36.99,1.33,3.5956,0.4582,3561893,135295934.76,29945966919.0,29788840434.0
2013-03-04,'002081,Ѕр у« тл,36.99,39.29,36.0,39.29,39.81,-2.82,-7.0836,1.8318,14240138,527557423.54,28906610551.5,28754937569.2
2013-03-01,'002081,Ѕр у« тл,39.81,40.59,39.05,40.0,40.19,-0.38,-0.9455,0.4433,3446277,137102055.38,31110358638.9,30947122590.8
2013-02-28,'002081,Ѕр у« тл,40.19,40.5,39.02,39.5,39.3,0.89,2.2646,0.3161,2457098,98016586.07,31407317601.1,31242523409.2
2013-02-27,'002081,Ѕр у« тл,39.3,39.78,38.8,39.3,39.2,0.1,0.2551,0.3187,2477600,97203064.74,30711808452.9,30550663597.5
2013-02-26,'002081,Ѕр у« тл,39.2,40.17,39.2,39.45,39.77,-0.57,-1.4332,0.5295,4116259,163338833.56,30633661357.6,30472926540.0
2013-02-25,'002081,Ѕр у« тл,39.77,41.5,39.46,40.7,40.68,-0.91,-2.237,0.4677,3635405,145522777.91,31079099800.8,30916027767.8
2013-02-22,'002081,Ѕр у« тл,40.68,42.4,40.5,41.8,41.59,-0.91,-2.188,0.453,3521232,147139839.57,31790238368.0,31623434991.0
2013-02-21,'002081,Ѕр у« тл,41.59,42.06,40.61,40.88,41.11,0.48,1.1676,0.6426,4995303,207570457.99,32501376935.3,32330842214.2
2013-02-20,'002081,Ѕр у« тл,41.11,41.52,40.03,40.28,40.03,1.08,2.698,0.3147,2446419,99627482.19,32126270877.8,31957704338.2
2013-02-19,'002081,Ѕр у« тл,40.03,41.7,40.0,41.33,41.3,-1.27,-3.0751,0.2792,2170286,88226774.44,31282282248.6,31118144117.2
2013-02-18,'002081,Ѕр у« тл,41.3,42.15,40.83,41.68,41.68,-0.38,-0.9117,0.3978,3092733,127892770.46,32274750358.9,32105404747.5
2013-02-08,'002081,Ѕр у« тл,41.68,42.3,40.66,40.67,40.66,1.02,2.5086,0.5352,4160292,173544188.53,32571709321.0,32400805566.0
2013-02-07,'002081,Ѕр у« тл,40.66,40.87,39.66,40.0,39.8,0.86,2.1608,0.597,4641275,187878284.41,31774608949.0,31607887579.5
2013-02-06,'002081,Ѕр у« тл,39.8,40.1,39.08,39.38,39.28,0.52,1.3238,0.6802,5287725,209249051.82,31102543929.4,30939348885.0
2013-02-05,'002081,Ѕр у« тл,39.28,39.57,38.58,38.98,39.2,0.08,0.2041,0.6646,5166548,201434837.86,30696179033.8,30535116186.0
2013-02-04,'002081,Ѕр у« тл,39.2,40.3,38.75,40.02,40.0,-0.8,-2.0,0.7676,5967034,232949717.45,30633661357.6,30472926540.0
2013-02-01,'002081,Ѕр у« тл,40.0,40.39,39.21,39.27,39.2,0.8,2.0408,0.6526,5073263,202414496.87,31258838120.0,31094823000.0
2013-01-31,'002081,Ѕр у« тл,39.2,41.23,38.95,41.04,40.95,-1.75,-4.2735,1.4534,11298489,445809088.95,30633661357.6,30472926540.0
2013-01-30,'002081,Ѕр у« тл,40.95,42.5,40.71,41.8,42.88,-1.93,-4.5009,1.3004,10109162,416916570.0,32001235525.3,31833325046.2
2013-01-29,'002081,Ѕр у« тл,42.88,43.55,42.41,43.01,43.01,-0.13,-0.3023,0.4194,3260201,140156619.02,33509474464.6,33333650256.0
2013-01-28,'002081,Ѕр у« тл,43.01,43.76,42.2,42.95,42.65,0.36,0.8441,0.3144,2444073,105457008.22,33611065688.5,33434708430.8
2013-01-25,'002081,Ѕр у« тл,42.65,42.85,41.16,41.35,41.2,1.45,3.5194,0.4692,3647405,154073197.59,33329736145.5,33154855023.8
2013-01-24,'002081,Ѕр у« тл,41.2,43.0,41.0,41.8,41.8,-0.6,-1.4354,0.4312,3351904,141317980.59,32196603263.6,32027667690.0
2013-01-23,'002081,Ѕр у« тл,41.8,43.05,41.77,42.32,42.61,-0.81,-1.901,0.3464,2692428,114030627.54,32665485835.4,32494090035.0
2013-01-22,'002081,Ѕр у« тл,42.61,42.85,41.4,41.5,42.55,0.06,0.141,0.6966,5415079,229008340.42,33298477307.3,33123760200.8
2013-01-21,'002081,Ѕр у« тл,0.0,0.0,0.0,0.0,42.55,None,None,0.0,0,0.0,33251589050.2,33077117966.2
2013-01-18,'002081,Ѕр у« тл,0.0,0.0,0.0,0.0,42.55,None,None,0.0,0,0.0,33251589050.2,32922023216.2
2013-01-17,'002081,Ѕр у« тл,0.0,0.0,0.0,0.0,42.55,None,None,0.0,0,0.0,33077117966.2,32922023216.2
2013-01-16,'002081,Ѕр у« тл,42.55,42.88,41.0,42.4,42.4,0.15,0.3538,0.603,4665630,194636737.46,33077117966.2,32922023216.2
2013-01-15,'002081,Ѕр у« тл,42.4,43.36,42.3,42.99,43.01,-0.61,-1.4183,0.4566,3532706,150670200.95,32960512380.0,32805964380.0
2013-01-14,'002081,Ѕр у« тл,43.01,43.1,40.3,40.38,40.38,2.63,6.5131,0.5616,4345371,182002150.99,33434708430.8,33277936980.8
2013-01-11,'002081,Ѕр у« тл,40.38,41.49,40.0,40.93,41.24,-0.86,-2.0854,0.246,1903480,77256854.58,31390223818.5,31243038718.5
2013-01-10,'002081,Ѕр у« тл,41.24,41.73,40.8,41.18,41.17,0.07,0.17,0.2838,2195723,90703168.19,32058762513.0,31908442713.0
2013-01-09,'002081,Ѕр у« тл,41.17,41.22,40.41,40.47,40.5,0.67,1.6543,0.3778,2923325,119773102.68,32004346572.8,31854281922.8
2013-01-08,'002081,Ѕр у« тл,40.5,41.12,40.35,40.8,41.0,-0.5,-1.2195,0.7656,5923702,240559692.59,31483508287.5,31335885787.5
2013-01-07,'002081,Ѕр у« тл,41.0,41.33,40.2,41.0,41.79,-0.79,-1.8904,0.8034,6215909,252550408.5,31872193575.0,31722748575.0
2013-01-04,'002081,Ѕр у« тл,41.79,44.0,40.0,43.88,44.02,-2.23,-5.0659,1.2989,10049886,414082856.44,32486316329.2,32333991779.2
2012-12-31,'002081,Ѕр у« тл,44.02,44.3,42.0,42.1,42.12,1.9,4.5109,0.8007,6195592,268812153.86,34219852711.5,34059399811.5
2012-12-28,'002081,Ѕр у« тл,42.12,42.14,40.86,41.51,41.51,0.61,1.4695,0.4507,3486880,144641977.94,32742848619.0,32589321219.0
2012-12-27,'002081,Ѕр у« тл,41.51,41.8,40.54,41.5,41.7,-0.19,-0.4556,0.5465,4228680,173436330.27,32268652568.2,32117348618.2
2012-12-26,'002081,Ѕр у« тл,41.7,41.85,39.45,39.75,39.75,1.95,4.9057,0.6747,5220061,215578997.51,32416352977.5,32264356477.5
2012-12-25,'002081,Ѕр у« тл,39.75,40.03,38.51,38.7,38.7,1.05,2.7132,0.3254,2517903,99749772.19,30900480356.2,30755591606.2
2012-12-24,'002081,Ѕр у« тл,38.7,39.55,38.62,39.09,39.07,-0.37,-0.947,0.3716,2875165,112370355.3,30084241252.5,29943179752.5
2012-12-21,'002081,Ѕр у« тл,39.07,39.48,38.0,38.5,38.28,0.79,2.0637,0.3017,2334565,91152339.66,30371868365.2,30229458215.2
2012-12-20,'002081,Ѕр у« тл,38.28,38.37,37.2,37.2,37.57,0.71,1.8898,0.1903,1472042,55684590.34,29757745611.0,29618215011.0
2012-12-19,'002081,Ѕр у« тл,37.57,38.16,36.95,37.82,37.9,-0.33,-0.8707,0.3607,2790779,103931313.61,29205812502.8,29068869852.8
2012-12-18,'002081,Ѕр у« тл,37.9,38.77,37.52,37.89,37.9,0.0,0.0,0.179,1385042,52383934.34,29462344792.5,29324199292.5
2012-12-17,'002081,Ѕр у« тл,37.9,40.09,37.8,38.84,38.75,-0.85,-2.1935,0.4227,3270898,126169771.05,29462344792.5,29324199292.5
2012-12-14,'002081,Ѕр у« тл,38.75,39.0,36.63,36.63,37.1,1.65,4.4474,0.3839,2970634,113833867.79,30123109781.2,29981866031.2
2012-12-13,'002081,Ѕр у« тл,37.1,37.2,35.85,36.69,36.7,0.4,1.0899,0.2296,1776267,65661681.39,28840448332.5,28705218832.5
2012-12-12,'002081,Ѕр у« тл,36.7,37.3,36.5,36.9,37.05,-0.35,-0.9447,0.2162,1672918,61588587.98,28529500102.5,28395728602.5
2012-12-11,'002081,Ѕр у« тл,37.05,37.16,36.36,36.7,36.7,0.35,0.9537,0.3222,2492688,91557751.96,28801579803.8,28666532553.8
2012-12-10,'002081,Ѕр у« тл,36.7,36.8,35.4,35.96,35.85,0.85,2.371,0.5154,3987985,144725627.18,28529500102.5,28395728602.5
2012-12-07,'002081,Ѕр у« тл,35.85,36.42,35.65,36.01,36.01,-0.16,-0.4443,0.4676,3617610,130288001.24,27868735113.8,27738061863.8
2012-12-06,'002081,Ѕр у« тл,36.01,36.32,35.91,36.16,36.1,-0.09,-0.2493,0.343,2653488,95751003.06,27993114405.8,27861857955.8
2012-12-05,'002081,Ѕр у« тл,36.1,36.36,34.9,35.2,35.2,0.9,2.5568,0.928,7180159,257381122.31,28063077757.5,27931493257.5
2012-12-04,'002081,Ѕр у« тл,35.2,35.22,34.06,34.5,34.5,0.7,2.029,0.374,2893564,100807804.94,27363444240.0,27235140240.0
2012-12-03,'002081,Ѕр у« тл,34.5,34.85,33.01,33.01,33.1,1.4,4.2296,0.8637,6682802,230018999.95,26819284837.5,26693532337.5
2012-11-30,'002081,Ѕр у« тл,33.1,33.24,32.03,32.05,32.05,1.05,3.2761,0.4452,3444529,113401025.27,25730966032.5,25610316532.5
2012-11-29,'002081,Ѕр у« тл,32.05,32.71,32.0,32.4,32.48,-0.43,-1.3239,0.6358,4919612,159749477.51,24914726928.8,24797904678.8
2012-11-28,'002081,Ѕр у« тл,32.48,33.0,31.85,31.9,31.96,0.52,1.627,0.7529,5825709,188964076.62,25248996276.0,25130606676.0
2012-11-27,'002081,Ѕр у« тл,31.96,32.1,31.7,31.79,32.0,-0.04,-0.125,0.5203,4026049,128671004.05,24844763577.0,24728269377.0
2012-11-26,'002081,Ѕр у« тл,32.0,32.81,31.38,31.7,32.8,-0.8,-2.439,1.2543,9704898,309514631.31,24875858400.0,24759218400.0
2012-11-23,'002081,Ѕр у« тл,32.8,33.51,32.7,33.27,33.08,-0.28,-0.8464,0.307,2206006,72851204.76,25497754860.0,23565483900.0
2012-11-22,'002081,Ѕр у« тл,33.08,34.02,33.05,34.0,34.26,-1.18,-3.4442,0.1897,1362576,45665529.02,25715418621.0,23766652665.0
2012-11-21,'002081,Ѕр у« тл,34.26,34.59,33.94,34.22,34.12,0.14,0.4103,0.1667,1197867,41131771.8,26632715899.5,24614435317.5
2012-11-20,'002081,Ѕр у« тл,34.12,35.58,33.95,35.29,34.04,0.08,0.235,0.5405,3882946,133359702.52,26523884019.0,24513850935.0
2012-11-19,'002081,Ѕр у« тл,0.0,0.0,0.0,0.0,34.04,None,None,0.0,0,0.0,26461694373.0,24456374145.0
2012-11-16,'002081,Ѕр у« тл,0.0,0.0,0.0,0.0,34.04,None,None,0.0,0,0.0,26461694373.0,24456374145.0
2012-11-15,'002081,Ѕр у« тл,34.04,34.45,34.0,34.12,34.26,-0.22,-0.6421,0.3477,2498130,85591017.07,26461694373.0,24456374145.0
2012-11-14,'002081,Ѕр у« тл,34.26,34.45,33.5,33.84,33.93,0.33,0.9726,0.277,1990351,67845650.42,26632715899.5,24614435317.5
2012-11-13,'002081,Ѕр у« тл,33.93,34.0,33.24,33.9,33.5,0.43,1.2836,0.3087,2217810,74615218.86,26376183609.8,24377343558.8
2012-11-12,'002081,Ѕр у« тл,33.5,34.19,32.65,33.49,33.5,0.0,0.0,0.4171,2996396,99664366.03,26041914262.5,24068405812.5
2012-11-09,'002081,Ѕр у« тл,33.5,34.78,33.3,34.75,34.73,-1.23,-3.5416,0.3698,2656687,90018882.13,26041914262.5,24068405812.5
2012-11-08,'002081,Ѕр у« тл,34.73,35.2,34.46,34.88,35.04,-0.31,-0.8847,0.1461,1049367,36529582.42,26998080069.8,24952111458.8
2012-11-07,'002081,Ѕр у« тл,35.04,35.33,34.72,35.33,35.0,0.04,0.1143,0.1767,1269435,44408829.12,27239064948.0,25174834020.0
2012-11-06,'002081,Ѕр у« тл,35.0,35.88,34.52,35.66,35.63,-0.63,-1.7682,0.3427,2461879,85973588.44,27207970125.0,25146095625.0
2012-11-05,'002081,Ѕр у« тл,35.63,36.67,35.48,36.5,36.57,-0.94,-2.5704,0.2166,1556375,55669970.86,27697713587.2,25598725346.2
2012-11-02,'002081,Ѕр у« тл,36.57,36.9,36.28,36.63,36.59,-0.02,-0.0547,0.1697,1219206,44524685.16,28428441927.8,26274077628.8
2012-11-01,'002081,Ѕр у« тл,36.59,37.1,36.21,36.21,36.13,0.46,1.2732,0.2903,2085611,76697060.52,28443989339.2,26288446826.2
2012-10-31,'002081,Ѕр у« тл,36.13,36.48,35.86,35.86,36.0,0.13,0.3611,0.1822,1308879,47448704.69,28086398874.8,25957955283.8
2012-10-30,'002081,Ѕр у« тл,36.0,36.84,35.82,35.82,36.04,-0.04,-0.111,0.2775,1993579,72574200.5,27985340700.0,25864555500.0
2012-10-29,'002081,Ѕр у« тл,36.04,36.15,35.13,35.13,35.5,0.54,1.5211,0.145,1042080,37239030.21,28016435523.0,25893293895.0
2012-10-26,'002081,Ѕр у« тл,35.5,36.0,34.98,35.56,35.56,-0.06,-0.1687,0.2822,2027749,71537190.13,27596655412.5,25505325562.5
2012-10-25,'002081,Ѕр у« тл,35.56,36.79,35.38,36.36,36.63,-1.07,-2.9211,0.438,3147166,113125675.27,27643297647.0,25548433155.0
2012-10-24,'002081,Ѕр у« тл,36.63,36.85,36.25,36.3,36.6,0.03,0.082,0.2349,1687766,61947522.31,28475084162.2,26317185221.2
2012-10-23,'002081,Ѕр у« тл,36.6,38.0,36.5,38.0,38.07,-1.47,-3.8613,0.8488,6098443,224243502.86,28451763045.0,26295631425.0
2012-10-22,'002081,Ѕр у« тл,38.07,38.41,37.75,38.41,38.4,-0.33,-0.8594,0.3037,2181902,82904186.81,29594497790.2,27351767441.2
2012-10-19,'002081,Ѕр у« тл,38.4,38.57,37.5,37.95,37.87,0.53,1.3995,0.7019,5042733,192584709.79,29851030080.0,27588859200.0
2012-10-18,'002081,Ѕр у« тл,37.87,38.3,37.41,37.61,37.31,0.56,1.5009,0.7089,5092979,192744407.26,29439023675.2,27208075466.2
2012-10-17,'002081,Ѕр у« тл,37.31,37.64,36.75,36.98,36.77,0.54,1.4686,0.2238,1607888,59859333.1,29003696153.2,26805737936.2
2012-10-16,'002081,Ѕр у« тл,36.77,37.25,36.08,36.2,35.99,0.78,2.1673,0.2769,1989077,73189682.14,28583916042.8,26417769603.8
2012-10-15,'002081,Ѕр у« тл,35.99,36.97,35.8,36.97,36.97,-0.98,-2.6508,0.3427,2462398,88832088.3,27977566994.2,25857370901.2
2012-10-12,'002081,Ѕр у« тл,36.97,37.85,36.35,37.25,37.1,-0.13,-0.3504,0.177,1271549,47340818.96,28739390157.8,26561461578.8
2012-10-11,'002081,Ѕр у« тл,37.1,38.24,37.02,37.89,38.25,-1.15,-3.0065,0.2226,1599237,59981375.71,28840448332.5,26654861362.5
2012-10-10,'002081,Ѕр у« тл,38.25,38.5,37.41,38.0,38.12,0.13,0.341,0.3193,2293687,87143677.46,29734424493.8,27481090218.8
2012-10-09,'002081,Ѕр у« тл,38.12,38.21,36.6,36.6,36.55,1.57,4.2955,0.5765,4142270,156562492.96,29633366319.0,27387690435.0
2012-10-08,'002081,Ѕр у« тл,36.55,37.49,36.48,36.98,37.0,-0.45,-1.2162,0.1745,1254057,46185330.5,28412894516.2,26259708431.2
2012-09-28,'002081,Ѕр у« тл,37.0,37.09,35.35,35.67,35.78,1.22,3.4097,0.3079,2211929,80901464.53,28762711275.0,26583015375.0
